created_at,client_ts,event_type,participant_identity,role,show_id,uplinkBps,availableOutgoingBitrate,targetBitrate,framesEncodedDelta,framesSentDelta,framesNotSent,fps,sourceFps,avgQp,qualityLimitationReason,rid,activeLayers,layerCount,width,height,sourceWidth,sourceHeight,encoder,keyFramesEncoded,nackCount,pliCount,firCount,packetsLost,jitter,rttSec,retransmittedBytesSent,from,to,reason,quality,source,sid,label,extra
2026-08-28T19:34:22.538221+00:00,2026-08-28T19:34:21.386+00:00,pub_stats,,a,show-qfstpj50,2203298,3529418,2515946,60,60,0,29,31,78.1,none,f,f+h+q,3,1080,1920,1080,1920,"SimulcastEncoderAdapter (libvpx, libvpx, libvpx)",34,0,15,0,0,0.005644,0.022,0,,,,,,,live:a,"{""qualityLimitationDurations"":{""cpu"":0,""none"":1492.02,""other"":0,""bandwidth"":24.389}}"
2026-08-28T19:34:24.778415+00:00,2026-08-28T19:34:23.385+00:00,pub_stats,,a,show-qfstpj50,2748800,4106591,3000000,60,60,0,30,31,56.73,none,f,f+h+q,3,1080,1920,1080,1920,"SimulcastEncoderAdapter (libvpx, libvpx, libvpx)",35,0,16,0,0,0.002055,0.021,0,,,,,,,live:a,"{""qualityLimitationDurations"":{""cpu"":0,""none"":1494.019,""other"":0,""bandwidth"":24.389}}"
2026-08-28T19:34:24.778415+00:00,2026-08-28T19:34:23.386+00:00,director_heartbeat,,a,show-qfstpj50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""state"":""suspended""}"
2026-08-28T19:34:24.778415+00:00,2026-08-28T19:34:23.654+00:00,mic_level_sample,,a,show-qfstpj50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""deviceId"":""39fae2b7de1ac0ad5463a5ba3dd688ee748a5433d1272fa9afbea3233dae361b"",""inputRms"":0.001361269428948845,""outputRms"":0.11469709765874708,""deviceLabel"":""MacBook Air Microphone (Built-in)"",""audioContextState"":""running""}"
2026-08-28T19:34:24.778415+00:00,2026-08-28T19:34:24.385+00:00,track_liveness_snapshot,,a,show-qfstpj50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""entries"":[{""key"":""contestant-a-297a1aba:TR_VCiazSiwiK3Qco"",""frames"":null,""reason"":null,""staleSec"":1519,""probation"":false},{""key"":""camfeed-a-side-85a03b34:TR_VC6cRdqSsicRiY"",""frames"":10931,""reason"":null,""staleSec"":1,""probation"":false},{""key"":""camfeed-a-close-883f2976:TR_VCToTYNatDX5PC"",""frames"":7919,""reason"":null,""staleSec"":1,""probation"":false}],""trackCount"":3,""ineligibleCount"":0}"
2026-08-28T19:34:26.722189+00:00,2026-08-28T19:34:25.386+00:00,pub_stats,,a,show-qfstpj50,2962103,4837602,3000000,60,60,0,30,31,53.08,none,f,f+h+q,3,1080,1920,1080,1920,"SimulcastEncoderAdapter (libvpx, libvpx, libvpx)",35,0,16,0,0,0.000633,0.021,0,,,,,,,live:a,"{""qualityLimitationDurations"":{""cpu"":0,""none"":1496.02,""other"":0,""bandwidth"":24.389}}"
2026-08-28T19:34:27.115168+00:00,2026-08-28T19:34:25.913+00:00,track_liveness_snapshot,,viewer,show-qfstpj50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""entries"":[{""key"":""contestant-a-297a1aba:TR_VCiazSiwiK3Qco"",""frames"":5449,""reason"":null,""staleSec"":0,""probation"":false},{""key"":""camfeed-a-side-85a03b34:TR_VC6cRdqSsicRiY"",""frames"":5262,""reason"":null,""staleSec"":0,""probation"":false},{""key"":""camfeed-a-close-883f2976:TR_VCToTYNatDX5PC"",""frames"":6004,""reason"":null,""staleSec"":0,""probation"":false}],""trackCount"":3,""ineligibleCount"":0}"
2026-08-28T19:34:28.522707+00:00,2026-08-28T19:34:27.385+00:00,pub_stats,,a,show-qfstpj50,2976956,5587671,3000000,60,60,0,30,31,57.17,none,f,f+h+q,3,1080,1920,1080,1920,"SimulcastEncoderAdapter (libvpx, libvpx, libvpx)",35,0,16,0,0,0.000522,0.022,0,,,,,,,live:a,"{""qualityLimitationDurations"":{""cpu"":0,""none"":1498.019,""other"":0,""bandwidth"":24.389}}"
2026-08-28T19:34:28.522707+00:00,2026-08-28T19:34:27.665+00:00,shot_publish_success,,a,show-qfstpj50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""shot"":""wide"",""slot"":""a"",""commandId"":""92da0bbb-3a17-44ee-a434-347392159717"",""decisionSource"":""cue"",""connectionState"":""connected""}"
2026-08-28T19:34:28.522707+00:00,2026-08-28T19:34:27.665+00:00,cue_fired,,a,show-qfstpj50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""shot"":""wide"",""clipId"":null,""sheetId"":6,""slotRole"":""side"",""timestampMs"":41651,""resolvedTarget"":""camfeed-a-side-85a03b34""}"
